attempt_id,course_id,quiz_id,user_id,total_questions,total_answered_questions,total_marks,earned_marks,attempt_info,attempt_status,attempt_ip,attempt_started_at,attempt_ended_at,is_manually_reviewed,manually_reviewed_at
56,9770,9774,564,-22,0,NULL,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"-22";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.242.180,"2020-05-04 03:34:12","2020-05-04 04:00:46",NULL,NULL
57,9770,9774,597,-22,0,NULL,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"-22";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.153.189,"2020-05-04 03:35:34","2020-05-04 04:03:40",NULL,NULL
58,9770,9774,588,-22,0,NULL,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"-22";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.153.86,"2020-05-04 03:39:44","2020-05-04 04:00:42",NULL,NULL
59,9770,9774,577,-22,0,NULL,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"-22";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,183.88.84.143,"2020-05-04 03:40:04","2020-05-04 03:40:09",NULL,NULL
60,9770,9774,19,-22,0,NULL,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"-22";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.161.87,"2020-05-04 03:41:47","2020-05-04 03:49:55",NULL,NULL
61,9770,9774,485,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.203.198,"2020-05-04 03:44:17","2020-05-04 03:44:24",NULL,NULL
62,9770,9774,19,5,4,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.161.87,"2020-05-04 03:49:59","2020-05-04 03:51:42",NULL,NULL
63,9770,9774,488,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.243.98,"2020-05-04 03:58:21","2020-05-04 03:58:39",NULL,NULL
64,9770,9774,578,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.6.170.51,"2020-05-04 04:00:08","2020-05-04 04:08:40",NULL,NULL
65,9770,9774,556,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.195.17,"2020-05-04 04:00:08","2020-05-04 04:09:57",NULL,NULL
66,9770,9774,589,5,5,5.00,4.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.122.182,"2020-05-04 04:00:10","2020-05-04 04:06:38",NULL,NULL
67,9770,9774,577,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,183.88.84.143,"2020-05-04 04:00:12","2020-05-04 04:02:23",NULL,NULL
68,9770,9774,569,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,101.51.162.148,"2020-05-04 04:00:25","2020-05-04 04:07:34",NULL,NULL
69,9770,9774,572,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.63.54,"2020-05-04 04:00:25","2020-05-04 04:04:28",NULL,NULL
70,9770,9774,580,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.0.99,"2020-05-04 04:00:26","2020-05-04 04:09:48",NULL,NULL
71,9770,9774,574,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,103.120.115.133,"2020-05-04 04:00:27","2020-05-04 04:05:14",NULL,NULL
72,9770,9774,560,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.122.182,"2020-05-04 04:00:27","2020-05-04 04:04:22",NULL,NULL
73,9770,9774,563,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.141.106,"2020-05-04 04:00:28","2020-05-04 04:11:19",NULL,NULL
74,9770,9774,534,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.122.182,"2020-05-04 04:00:30","2020-05-04 04:06:21",NULL,NULL
75,9770,9774,566,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.122.73,"2020-05-04 04:00:34","2020-05-04 04:03:23",NULL,NULL
76,9770,9774,581,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,110.168.243.41,"2020-05-04 04:00:36","2020-05-04 04:10:52",NULL,NULL
77,9770,9774,573,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.249.69,"2020-05-04 04:00:36","2020-05-04 04:04:15",NULL,NULL
78,9770,9774,561,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.53.138.100,"2020-05-04 04:00:37","2020-05-04 04:15:24",NULL,NULL
79,9770,9774,571,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.244.168,"2020-05-04 04:00:40","2020-05-04 04:11:09",NULL,NULL
80,9770,9774,393,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,110.171.113.47,"2020-05-04 04:00:42","2020-05-04 04:04:27",NULL,NULL
81,9770,9774,559,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,115.87.10.171,"2020-05-04 04:00:45","2020-05-04 04:10:55",NULL,NULL
82,9770,9774,579,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.220.128,"2020-05-04 04:00:48","2020-05-04 04:10:55",NULL,NULL
83,9770,9774,582,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,115.87.238.9,"2020-05-04 04:00:50","2020-05-04 04:07:11",NULL,NULL
84,9770,9774,588,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.153.86,"2020-05-04 04:00:52","2020-05-04 04:03:53",NULL,NULL
85,9770,9774,564,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.242.180,"2020-05-04 04:00:53","2020-05-04 04:14:06",NULL,NULL
86,9770,9774,590,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.148.228,"2020-05-04 04:00:57","2020-05-04 04:11:32",NULL,NULL
87,9770,9774,567,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.229.64,"2020-05-04 04:00:58","2020-05-04 04:11:37",NULL,NULL
88,9770,9774,583,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.181.16,"2020-05-04 04:01:13","2020-05-04 04:13:40",NULL,NULL
89,9770,9774,585,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.153.97,"2020-05-04 04:01:25","2020-05-04 04:09:14",NULL,NULL
90,9770,9774,587,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.46.70.50,"2020-05-04 04:01:28","2020-05-04 04:05:22",NULL,NULL
91,9770,9774,595,5,5,5.00,1.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.11.3.187,"2020-05-04 04:03:24","2020-05-04 04:13:48",NULL,NULL
92,9770,9774,586,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,180.183.53.98,"2020-05-04 04:03:38","2020-05-04 04:17:54",NULL,NULL
93,9770,9774,597,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.153.189,"2020-05-04 04:03:42","2020-05-04 04:13:44",NULL,NULL
94,9770,9774,594,5,5,5.00,3.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,125.25.136.14,"2020-05-04 04:04:23","2020-05-04 04:11:37",NULL,NULL
95,9770,9774,591,5,4,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.148.97,"2020-05-04 04:04:25","2020-05-04 04:12:50",NULL,NULL
96,9770,9774,591,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.148.97,"2020-05-04 04:04:25","2020-05-04 04:14:10",NULL,NULL
97,9770,9774,574,5,0,NULL,NULL,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,103.120.115.133,"2020-05-04 04:11:27",NULL,NULL,NULL
98,9770,9774,566,5,0,NULL,NULL,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,124.120.122.73,"2020-05-04 04:14:36",NULL,NULL,NULL
99,9770,9774,575,5,5,5.00,2.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,110.168.53.252,"2020-05-04 04:14:41","2020-05-04 04:17:25",NULL,NULL
100,9770,9774,598,5,5,5.00,0.00,"a:8:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"6";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:360;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"500";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.220.128,"2020-05-04 04:21:22","2020-05-04 04:21:57",NULL,NULL
